Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, 覆盖板：建筑泡沫墙（黄色）
thermaldynamics:cover:0, 覆盖板：采矿管道
thermaldynamics:cover:0, 覆盖板：防爆门
thermaldynamics:cover:0, 覆盖板：耐火砖
thermaldynamics:cover:0, 覆盖板：UU物质
thermaldynamics:cover:0, 覆盖板：建筑泡沫
thermaldynamics:cover:0, 覆盖板：IC2冷却液
thermaldynamics:cover:0, 覆盖板：杂酚油
thermaldynamics:cover:0, 覆盖板：IC2热冷却液
thermaldynamics:cover:0, 覆盖板：绳状熔岩
thermaldynamics:cover:0, 覆盖板：生物质
thermaldynamics:cover:0, 覆盖板：沼气
thermaldynamics:cover:0, 覆盖板：蒸馏水
thermaldynamics:cover:0, 覆盖板：过热蒸汽
thermaldynamics:cover:0, 覆盖板：蒸汽
thermaldynamics:cover:0, 覆盖板：温泉水
thermaldynamics:cover:0, 覆盖板：除草剂喷雾
thermaldynamics:cover:0, 覆盖板：空气
thermaldynamics:cover:0, 覆盖板：氢气
thermaldynamics:cover:0, 覆盖板：氧气
thermaldynamics:cover:0, 覆盖板：重水
thermaldynamics:cover:0, 覆盖板：铜矿石
thermaldynamics:cover:0, 覆盖板：锡矿石
thermaldynamics:cover:0, 覆盖板：银矿石
thermaldynamics:cover:0, 覆盖板：铅矿石
thermaldynamics:cover:0, 覆盖板：铝矿石
thermaldynamics:cover:0, 覆盖板：镍矿石
thermaldynamics:cover:0, 覆盖板：铂矿石
thermaldynamics:cover:0, 覆盖板：铱矿石
thermaldynamics:cover:0, 覆盖板：蕴魔秘银矿石
thermaldynamics:cover:0, 覆盖板：油砂
thermaldynamics:cover:0, 覆盖板：油页岩
thermaldynamics:cover:0, 覆盖板：不稳定红石矿石
thermaldynamics:cover:0, 覆盖板：充能地狱岩
thermaldynamics:cover:0, 覆盖板：谐振末影矿石
thermaldynamics:cover:0, 覆盖板：油砂
thermaldynamics:cover:0, 覆盖板：铜块
thermaldynamics:cover:0, 覆盖板：锡块
thermaldynamics:cover:0, 覆盖板：银块
thermaldynamics:cover:0, 覆盖板：铅块
thermaldynamics:cover:0, 覆盖板：铝块
thermaldynamics:cover:0, 覆盖板：镍块
thermaldynamics:cover:0, 覆盖板：铂块
thermaldynamics:cover:0, 覆盖板：铱块
thermaldynamics:cover:0, 覆盖板：蕴魔秘银块
thermaldynamics:cover:0, 覆盖板：钢块
thermaldynamics:cover:0, 覆盖板：琥珀金块
thermaldynamics:cover:0, 覆盖板：殷钢块
thermaldynamics:cover:0, 覆盖板：青铜块
thermaldynamics:cover:0, 覆盖板：康铜块
thermaldynamics:cover:0, 覆盖板：信素块
thermaldynamics:cover:0, 覆盖板：流明块
thermaldynamics:cover:0, 覆盖板：末影块
thermaldynamics:cover:0, 覆盖板：木炭块
thermaldynamics:cover:0, 覆盖板：焦炭块
thermaldynamics:cover:0, 覆盖板：硬化铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化锡玻璃
thermaldynamics:cover:0, 覆盖板：硬化银玻璃
thermaldynamics:cover:0, 覆盖板：硬化玻璃
thermaldynamics:cover:0, 覆盖板：硬化铝玻璃
thermaldynamics:cover:0, 覆盖板：硬化镍玻璃
thermaldynamics:cover:0, 覆盖板：硬化铂玻璃
thermaldynamics:cover:0, 覆盖板：硬化铱玻璃
thermaldynamics:cover:0, 覆盖板：硬化蕴魔秘银玻璃
thermaldynamics:cover:0, 覆盖板：硬化钢玻璃
thermaldynamics:cover:0, 覆盖板：硬化琥珀金玻璃
thermaldynamics:cover:0, 覆盖板：硬化殷钢玻璃
thermaldynamics:cover:0, 覆盖板：硬化青铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化康铜玻璃
thermaldynamics:cover:0, 覆盖板：硬化信素玻璃
thermaldynamics:cover:0, 覆盖板：硬化流明玻璃
thermaldynamics:cover:0, 覆盖板：硬化末影玻璃
thermaldynamics:cover:0, 覆盖板：黑色石棉
thermaldynamics:cover:0, 覆盖板：红色石棉
thermaldynamics:cover:0, 覆盖板：绿色石棉
thermaldynamics:cover:0, 覆盖板：棕色石棉
thermaldynamics:cover:0, 覆盖板：蓝色石棉
thermaldynamics:cover:0, 覆盖板：紫色石棉
thermaldynamics:cover:0, 覆盖板：青色石棉
thermaldynamics:cover:0, 覆盖板：淡灰色石棉
thermaldynamics:cover:0, 覆盖板：灰色石棉
thermaldynamics:cover:0, 覆盖板：粉红色石棉
thermaldynamics:cover:0, 覆盖板：黄绿色石棉
thermaldynamics:cover:0, 覆盖板：黄色石棉
thermaldynamics:cover:0, 覆盖板：淡蓝色石棉
thermaldynamics:cover:0, 覆盖板：品红色石棉
thermaldynamics:cover:0, 覆盖板：橙色石棉
thermaldynamics:cover:0, 覆盖板：白色石棉
thermaldynamics:cover:0, 覆盖板：龙矿
thermaldynamics:cover:0, 覆盖板：下界龙矿
thermaldynamics:cover:0, 覆盖板：末地龙矿
thermaldynamics:cover:0, 覆盖板：龙块
thermaldynamics:cover:0, 覆盖板：充能龙块
thermaldynamics:cover:0, 覆盖板：觉醒龙块
thermaldynamics:cover:0, 覆盖板：注入龙力的黑曜石
thermaldynamics:cover:0, 覆盖板：物品磁铁消磁器
thermaldynamics:cover:0, 覆盖板：雨水传感器
thermaldynamics:cover:0, 覆盖板：熔融玄武岩
thermaldynamics:cover:0, 覆盖板：熔融泰伯利亚
thermaldynamics:cover:0, 覆盖板：熔融极光金属
thermaldynamics:cover:0, 覆盖板：熔融钷
thermaldynamics:cover:0, 覆盖板：熔融杜兰特
thermaldynamics:cover:0, 覆盖板：熔融瓦雷利亚
thermaldynamics:cover:0, 覆盖板：熔融振金
thermaldynamics:cover:0, 覆盖板：熔融绯红铁
thermaldynamics:cover:0, 覆盖板：熔融若氏铁
thermaldynamics:cover:0, 覆盖板：熔融欧维姆
thermaldynamics:cover:0, 覆盖板：熔融地母
thermaldynamics:cover:0, 覆盖板：熔融钯
thermaldynamics:cover:0, 覆盖板：熔融雾金
thermaldynamics:cover:0, 覆盖板：熔融熔晶
thermaldynamics:cover:0, 覆盖板：熔融深渊金属
thermaldynamics:cover:0, 覆盖板：熔融零素
thermaldynamics:cover:0, 覆盖板：熔融泰伯利安
thermaldynamics:cover:0, 覆盖板：熔融碎金
thermaldynamics:cover:0, 覆盖板：熔融瑟蓝
thermaldynamics:cover:0, 覆盖板：熔融普罗克希
thermaldynamics:cover:0, 覆盖板：熔融漩金
thermaldynamics:cover:0, 覆盖板：熔融焰晶
thermaldynamics:cover:0, 覆盖板：熔融帝金
thermaldynamics:cover:0, 覆盖板：熔融阳光合金
thermaldynamics:cover:0, 覆盖板：熔融虚金
thermaldynamics:cover:0, 覆盖板：熔融铿金
thermaldynamics:cover:0, 覆盖板：熔融烈金
thermaldynamics:cover:0, 覆盖板：熔融辐光合金
thermaldynamics:cover:0, 覆盖板：熔融流光合金
thermaldynamics:cover:0, 覆盖板：熔融地动合金
thermaldynamics:cover:0, 覆盖板：熔融曜金
thermaldynamics:cover:0, 覆盖板：熔融铌
thermaldynamics:cover:0, 覆盖板：熔融原金
thermaldynamics:cover:0, 覆盖板：熔融离金
thermaldynamics:cover:0, 覆盖板：熔融陨铁
thermaldynamics:cover:0, 覆盖板：熔融黑陨铁
thermaldynamics:cover:0, 覆盖板：熔融岩浆
thermaldynamics:cover:0, 覆盖板：熔融硝化合金
thermaldynamics:cover:0, 覆盖板：熔融双锂
thermaldynamics:cover:0, 覆盖板：玄武岩块
thermaldynamics:cover:0, 覆盖板：泰伯利亚矿石
thermaldynamics:cover:0, 覆盖板：极光金属矿石
thermaldynamics:cover:0, 覆盖板：钷矿石
thermaldynamics:cover:0, 覆盖板：杜兰特矿石
thermaldynamics:cover:0, 覆盖板：瓦雷利亚矿石
thermaldynamics:cover:0, 覆盖板：振金矿石
thermaldynamics:cover:0, 覆盖板：绯红铁矿石
thermaldynamics:cover:0, 覆盖板：欧维姆矿石
thermaldynamics:cover:0, 覆盖板：若氏铁矿石
thermaldynamics:cover:0, 覆盖板：钯矿石
thermaldynamics:cover:0, 覆盖板：雾金矿石
thermaldynamics:cover:0, 覆盖板：熔晶矿石
thermaldynamics:cover:0, 覆盖板：零素矿石
thermaldynamics:cover:0, 覆盖板：深渊金属矿石
thermaldynamics:cover:0, 覆盖板：泰伯利亚块
thermaldynamics:cover:0, 覆盖板：极光金属块
thermaldynamics:cover:0, 覆盖板：钷块
thermaldynamics:cover:0, 覆盖板：杜兰特块
thermaldynamics:cover:0, 覆盖板：瓦雷利亚块
thermaldynamics:cover:0, 覆盖板：振金块
thermaldynamics:cover:0, 覆盖板：绯红铁块
thermaldynamics:cover:0, 覆盖板：欧维姆块
thermaldynamics:cover:0, 覆盖板：若氏铁块
thermaldynamics:cover:0, 覆盖板：钯块
thermaldynamics:cover:0, 覆盖板：雾金块
thermaldynamics:cover:0, 覆盖板：熔晶块
thermaldynamics:cover:0, 覆盖板：深渊金属块
thermaldynamics:cover:0, 覆盖板：零素块
thermaldynamics:cover:0, 覆盖板：地母块
thermaldynamics:cover:0, 覆盖板：泰伯利安块
thermaldynamics:cover:0, 覆盖板：碎金块
thermaldynamics:cover:0, 覆盖板：瑟蓝块
thermaldynamics:cover:0, 覆盖板：普罗克希块
thermaldynamics:cover:0, 覆盖板：漩金块
thermaldynamics:cover:0, 覆盖板：焰晶块
thermaldynamics:cover:0, 覆盖板：帝金块
thermaldynamics:cover:0, 覆盖板：阳光合金块
thermaldynamics:cover:0, 覆盖板：虚金块
thermaldynamics:cover:0, 覆盖板：铿金块
thermaldynamics:cover:0, 覆盖板：烈金块
thermaldynamics:cover:0, 覆盖板：辐光合金块
thermaldynamics:cover:0, 覆盖板：流光合金块
thermaldynamics:cover:0, 覆盖板：地动合金块
thermaldynamics:cover:0, 覆盖板：曜金块
thermaldynamics:cover:0, 覆盖板：铌块
thermaldynamics:cover:0, 覆盖板：原金块
thermaldynamics:cover:0, 覆盖板：离金块
thermaldynamics:cover:0, 覆盖板：陨铁圆石块
thermaldynamics:cover:0, 覆盖板：黑陨铁圆石块
thermaldynamics:cover:0, 覆盖板：陨铁块
thermaldynamics:cover:0, 覆盖板：黑陨铁块
thermaldynamics:cover:0, 覆盖板：双锂矿石
thermaldynamics:cover:0, 覆盖板：双锂块
thermaldynamics:cover:0, 覆盖板：末影百合种子
thermaldynamics:cover:0, 覆盖板：魔法木板
thermaldynamics:cover:0, 覆盖板：魔法木头
thermaldynamics:cover:0, 覆盖板：錾制木头
thermaldynamics:cover:0, 覆盖板：天使方块
thermaldynamics:cover:0, 覆盖板：诅咒之土
thermaldynamics:cover:0, 覆盖板：红石钟
thermaldynamics:cover:0, 覆盖板：压缩圆石
thermaldynamics:cover:0, 覆盖板：二重压缩圆石
thermaldynamics:cover:0, 覆盖板：三重压缩圆石
thermaldynamics:cover:0, 覆盖板：四重压缩圆石
thermaldynamics:cover:0, 覆盖板：五重压缩圆石
thermaldynamics:cover:0, 覆盖板：六重压缩圆石
thermaldynamics:cover:0, 覆盖板：七重压缩圆石
thermaldynamics:cover:0, 覆盖板：八重压缩圆石
thermaldynamics:cover:0, 覆盖板：压缩泥土
thermaldynamics:cover:0, 覆盖板：二重压缩泥土
thermaldynamics:cover:0, 覆盖板：三重压缩泥土
thermaldynamics:cover:0, 覆盖板：四重压缩泥土
thermaldynamics:cover:0, 覆盖板：压缩沙子
thermaldynamics:cover:0, 覆盖板：二重压缩沙子
thermaldynamics:cover:0, 覆盖板：压缩沙砾
thermaldynamics:cover:0, 覆盖板：二重压缩沙砾
thermaldynamics:cover:0, 覆盖板：压缩地狱岩
thermaldynamics:cover:0, 覆盖板：二重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：三重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：四重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：五重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：六重压缩地狱岩
thermaldynamics:cover:0, 覆盖板：红兰花
thermaldynamics:cover:0, 覆盖板：能量过载器
thermaldynamics:cover:0, 覆盖板：镶边石头
thermaldynamics:cover:0, 覆盖板：交错石头
thermaldynamics:cover:0, 覆盖板：磨制石头
thermaldynamics:cover:0, 覆盖板：烧制石头
thermaldynamics:cover:0, 覆盖板：沙化玻璃
thermaldynamics:cover:0, 覆盖板：錾制石头
thermaldynamics:cover:0, 覆盖板：蓝色石英
thermaldynamics:cover:0, 覆盖板：焦黑石英
thermaldynamics:cover:0, 覆盖板：彩虹石
thermaldynamics:cover:0, 覆盖板：增厚玻璃
thermaldynamics:cover:0, 覆盖板：增厚玻璃（镶边）
thermaldynamics:cover:0, 覆盖板：增厚玻璃（印花）
thermaldynamics:cover:0, 覆盖板：暗色玻璃
thermaldynamics:cover:0, 覆盖板：荧石玻璃
thermaldynamics:cover:0, 覆盖板：红石玻璃
thermaldynamics:cover:0, 覆盖板：空灵玻璃
thermaldynamics:cover:0, 覆盖板：反转空灵玻璃
thermaldynamics:cover:0, 覆盖板：奇妙玻璃
thermaldynamics:cover:0, 覆盖板：深色奇妙玻璃
thermaldynamics:cover:0, 覆盖板：传输管道
thermaldynamics:cover:0, 覆盖板：木锥刺方块
thermaldynamics:cover:0, 覆盖板：石锥刺方块
thermaldynamics:cover:0, 覆盖板：铁锥刺方块
thermaldynamics:cover:0, 覆盖板：金锥刺方块
thermaldynamics:cover:0, 覆盖板：钻石锥刺方块
thermaldynamics:cover:0, 覆盖板：创造锥刺方块
thermaldynamics:cover:0, 覆盖板：红石灯笼
thermaldynamics:cover:0, 覆盖板：附魔金属块
thermaldynamics:cover:0, 覆盖板：恶魔金属块
thermaldynamics:cover:0, 覆盖板：恶魔灌注金属块
thermaldynamics:cover:0, 覆盖板：基岩砖
thermaldynamics:cover:0, 覆盖板：基岩台阶
thermaldynamics:cover:0, 覆盖板：基岩圆石
thermaldynamics:cover:0, 覆盖板：铁-杜松树叶
thermaldynamics:cover:0, 覆盖板：烧焦的铁-杜松树叶
thermaldynamics:cover:0, 覆盖板：铁-杜松原木
thermaldynamics:cover:0, 覆盖板：铁-杜松原木
thermaldynamics:cover:0, 覆盖板：铁-杜松树苗
thermaldynamics:cover:0, 覆盖板：死亡的铁-杜松树苗
thermaldynamics:cover:0, 覆盖板：铁-杜松木板
thermaldynamics:cover:0, 覆盖板：原铁-杜松木板
thermaldynamics:cover:0, 覆盖板：温室玻璃
thermaldynamics:cover:0, 覆盖板：压缩工作台
thermaldynamics:cover:0, 覆盖板：二重压缩工作台
thermaldynamics:cover:0, 覆盖板：中子素块
thermaldynamics:cover:0, 覆盖板：无尽块
thermaldynamics:cover:0, 覆盖板：水晶矩阵
thermaldynamics:cover:0, 覆盖板：沼泽泥
thermaldynamics:cover:0, 覆盖板：腐殖土
thermaldynamics:cover:0, 覆盖板：磷矿石
thermaldynamics:cover:0, 覆盖板：铜矿石
thermaldynamics:cover:0, 覆盖板：锡矿石
thermaldynamics:cover:0, 覆盖板：磷灰石块
thermaldynamics:cover:0, 覆盖板：铜块
thermaldynamics:cover:0, 覆盖板：锡块
thermaldynamics:cover:0, 覆盖板：青铜块
thermaldynamics:cover:0, 覆盖板：灰砖
thermaldynamics:cover:0, 覆盖板：灰砖楼梯
thermaldynamics:cover:0, 覆盖板：落叶树原木
thermaldynamics:cover:0, 覆盖板：柚树原木
thermaldynamics:cover:0, 覆盖板：金合欢树原木
thermaldynamics:cover:0, 覆盖板：酸橙树原木
thermaldynamics:cover:0, 覆盖板：栗树原木
thermaldynamics:cover:0, 覆盖板：崖豆树原木
thermaldynamics:cover:0, 覆盖板：猴面包树原木
thermaldynamics:cover:0, 覆盖板：红杉树原木
thermaldynamics:cover:0, 覆盖板：木棉树原木
thermaldynamics:cover:0, 覆盖板：乌檀树原木
thermaldynamics:cover:0, 覆盖板：桃心树原木
thermaldynamics:cover:0, 覆盖板：巴尔杉树原木
thermaldynamics:cover:0, 覆盖板：柳树原木
thermaldynamics:cover:0, 覆盖板：胡桃树原木
thermaldynamics:cover:0, 覆盖板：绿樟树原木
thermaldynamics:cover:0, 覆盖板：樱树原木
thermaldynamics:cover:0, 覆盖板：高槿树原木
thermaldynamics:cover:0, 覆盖板：白杨树原木
thermaldynamics:cover:0, 覆盖板：棕榈树原木
thermaldynamics:cover:0, 覆盖板：木瓜树原木
thermaldynamics:cover:0, 覆盖板：松树原木
thermaldynamics:cover:0, 覆盖板：李子树原木
thermaldynamics:cover:0, 覆盖板：枫树原木
thermaldynamics:cover:0, 覆盖板：柑橘树原木
thermaldynamics:cover:0, 覆盖板：巨杉树原木
thermaldynamics:cover:0, 覆盖板：重蚁树原木
thermaldynamics:cover:0, 覆盖板：紫檀树原木
thermaldynamics:cover:0, 覆盖板：黄檀树原木
thermaldynamics:cover:0, 覆盖板：斑木树原木
thermaldynamics:cover:0, 覆盖板：抗燃落叶树原木
thermaldynamics:cover:0, 覆盖板：抗燃柚树原木
thermaldynamics:cover:0, 覆盖板：抗燃金合欢树原木
thermaldynamics:cover:0, 覆盖板：抗燃酸橙树原木
thermaldynamics:cover:0, 覆盖板：抗燃栗树原木
thermaldynamics:cover:0, 覆盖板：抗燃崖豆树原木
thermaldynamics:cover:0, 覆盖板：抗燃猴面包树原木
thermaldynamics:cover:0, 覆盖板：抗燃红杉树原木
thermaldynamics:cover:0, 覆盖板：抗燃木棉树原木
thermaldynamics:cover:0, 覆盖板：抗燃乌檀树原木
thermaldynamics:cover:0, 覆盖板：抗燃桃心树原木
thermaldynamics:cover:0, 覆盖板：抗燃巴尔杉树原木
thermaldynamics:cover:0, 覆盖板：抗燃柳树原木
thermaldynamics:cover:0, 覆盖板：抗燃胡桃树原木
thermaldynamics:cover:0, 覆盖板：抗燃绿樟树原木
thermaldynamics:cover:0, 覆盖板：抗燃樱树原木
thermaldynamics:cover:0, 覆盖板：抗燃高槿树原木
thermaldynamics:cover:0, 覆盖板：抗燃白杨树原木
thermaldynamics:cover:0, 覆盖板：抗燃棕榈树原木
thermaldynamics:cover:0, 覆盖板：抗燃木瓜树原木
thermaldynamics:cover:0, 覆盖板：抗燃松树原木
thermaldynamics:cover:0, 覆盖板：抗燃李子树原木
thermaldynamics:cover:0, 覆盖板：抗燃枫树原木
thermaldynamics:cover:0, 覆盖板：抗燃柑橘树原木
thermaldynamics:cover:0, 覆盖板：抗燃巨杉树原木
thermaldynamics:cover:0, 覆盖板：抗燃重蚁树原木
thermaldynamics:cover:0, 覆盖板：抗燃紫檀树原木
thermaldynamics:cover:0, 覆盖板：抗燃黄檀树原木
thermaldynamics:cover:0, 覆盖板：抗燃斑木树原木
thermaldynamics:cover:0, 覆盖板：抗燃橡木
thermaldynamics:cover:0, 覆盖板：抗燃云杉木
thermaldynamics:cover:0, 覆盖板：抗燃白桦木
thermaldynamics:cover:0, 覆盖板：抗燃丛林木
thermaldynamics:cover:0, 覆盖板：抗燃金合欢木
thermaldynamics:cover:0, 覆盖板：抗燃深色橡木
thermaldynamics:cover:0, 覆盖板：落叶树木板
thermaldynamics:cover:0, 覆盖板：柚树木板
thermaldynamics:cover:0, 覆盖板：金合欢树木板
thermaldynamics:cover:0, 覆盖板：酸橙树木板
thermaldynamics:cover:0, 覆盖板：栗树木板
thermaldynamics:cover:0, 覆盖板：崖豆树木板
thermaldynamics:cover:0, 覆盖板：猴面包树木板
thermaldynamics:cover:0, 覆盖板：红杉树木板
thermaldynamics:cover:0, 覆盖板：木棉树木板
thermaldynamics:cover:0, 覆盖板：乌檀树木板
thermaldynamics:cover:0, 覆盖板：桃心树木板
thermaldynamics:cover:0, 覆盖板：巴尔杉树木板
thermaldynamics:cover:0, 覆盖板：柳树木板
thermaldynamics:cover:0, 覆盖板：胡桃树木板
thermaldynamics:cover:0, 覆盖板：绿樟树木板
thermaldynamics:cover:0, 覆盖板：樱树木板
thermaldynamics:cover:0, 覆盖板：高槿树木板
thermaldynamics:cover:0, 覆盖板：白杨树木板
thermaldynamics:cover:0, 覆盖板：棕榈树木板
thermaldynamics:cover:0, 覆盖板：木瓜树木板
thermaldynamics:cover:0, 覆盖板：松树木板
